년,월,설화명곡,화원,대곡,진천,월배,상인,월촌,송현,서부정류장,대명,안지랑,현충로,영대병원,교대,명덕1,반월당1,중앙로,대구역,칠성시장,신천,동대구역,동구청,아양교,동촌,해안,방촌,용계,율하,신기,반야월,각산,안심,문양,다사,대실,강창,계명대,성서산업단지,이곡,용산,죽전,감삼,두류,내당,반고개,청라언덕2,반월당2,경대병원,대구은행,범어,수성구청,만촌,담티,연호,대공원,고산,신매,사월,정평,임당,영남대,칠곡경대병원,학정,팔거,동천,칠곡운암,구암,태전,매천,매천시장,팔달,공단,만평,팔달시장,원대,북구청,달성공원,서문시장,청라언덕3,남산,명덕3,건들바위,대봉교,수성시장,수성구민운동장,어린이세상,황금,수성못,지산,범물,용지
1998,11,0,0,0,192701,113686,263099,153999,131655,358323,88841,108777,94145,144554,113904,175881,183914,730630,119583,152667,157865,270045,119621,146688,41292,79984,103315,47036,49565,115595,77731,11878,125123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,12,0,0,0,205122,121394,275653,154755,139502,372529,94355,116210,99177,144397,113923,174550,189940,822128,125355,156577,161522,289094,125036,146018,44118,89894,107155,47770,50882,120544,75156,11880,111309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,01,0,0,0,188595,110337,256078,135573,129379,347425,88269,106747,90473,135697,102426,154627,184020,772923,124518,141261,144856,287475,113501,131078,40388,77870,96175,38629,44425,112077,67249,10742,85515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,02,0,0,0,167349,101686,248530,127435,115801,320558,78312,96864,81390,114570,88600,132763,166192,734958,108830,132391,132976,250673,105866,125283,36664,74286,89016,37520,42136,105212,61015,10631,80232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,03,0,0,0,195792,116922,279216,164427,138095,360163,89629,109255,95719,158013,120300,175600,204718,768243,122680,154909,164856,270569,128557,151365,41227,83063,102564,50362,53188,123944,84995,13349,154056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,04,0,0,0,190458,111479,271274,154535,131582,357546,86634,107079,94717,149623,113589,167297,192236,708085,123260,149784,157536,267327,122127,149764,41107,81046,99142,45653,51101,123018,81215,12272,137485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,05,0,0,0,192150,115750,273306,155251,135594,371443,88378,109718,97031,150593,115997,172026,191170,741367,128611,151971,159683,284577,125432,151177,43689,82507,102153,46102,52635,127911,83440,12428,134719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,06,0,0,0,176930,104116,247468,141926,123419,316866,81134,100630,89128,137974,103189,154611,178686,634975,112203,136984,149485,246783,116969,133998,39117,74540,93576,42920,51251,118792,74621,12016,108338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,07,0,0,0,182697,108477,255839,141642,124686,339144,82438,102839,90075,129351,97061,147480,181906,711972,118486,136504,144303,255075,113939,132245,39315,74974,93990,41071,48894,118296,70327,11855,81135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,08,0,0,0,173855,102252,238185,125057,120148,332027,77943,98147,83035,129039,94107,139234,175820,668026,121702,128081,135349,259029,106510,122739,37817,71534,88679,36964,45168,111971,68146,10846,89754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,09,0,0,0,177060,102515,237908,132584,119242,318629,76994,94824,83184,134579,98159,146197,176125,640440,113748,133678,140240,239973,111647,125759,38162,72244,88711,43807,48185,114905,78092,11815,125041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,10,0,0,0,189979,112575,263037,147200,128931,351707,86570,103215,91723,142173,107560,158626,192374,684493,122498,143739,152431,265825,121156,140897,39458,78167,96905,48371,52525,125725,82683,13045,129599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,11,0,0,0,185191,108512,257639,139654,127996,331074,83438,101314,89148,143079,102438,159384,180447,669092,118936,136742,148207,256481,115403,135642,39829,75376,94467,48342,51410,120563,77532,12371,128778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,12,0,0,0,190990,114740,276828,141358,136450,347539,88440,106700,92830,138321,104449,155027,182159,770083,126008,142104,152138,276874,119670,133794,39121,77778,97445,49226,50761,123290,75855,12781,118602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,01,0,0,0,179042,107581,252278,129067,126463,326888,82802,100828,87274,134189,93108,142769,178703,733699,123795,132770,138482,271929,109131,120166,36601,70814,91782,41724,46009,112580,67005,10897,88709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,02,0,0,0,170282,102930,250598,132029,123006,323276,78636,95836,81950,119820,87135,132267,168505,728942,113469,125751,133142,258104,105297,118921,35041,68484,87994,42365,44909,108669,63505,10373,88288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,03,0,0,0,190904,113247,279438,161546,135457,340159,87027,105812,93109,162882,118165,163947,198880,720195,106824,150042,159779,266159,124420,137902,38909,75807,97813,51194,53253,121497,80698,12995,157049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,04,0,0,0,188182,109082,265179,151598,127696,345677,82542,101903,90295,149828,109261,156596,187204,696095,101014,147412,149548,277036,116673,138876,38180,72980,93989,49443,52116,119282,76919,12400,140616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,05,0,0,0,188392,112325,275080,152115,130529,343404,84738,103967,89272,148815,112284,158678,190227,695413,104957,144865,151955,277589,118930,139390,38938,74453,95641,49494,51606,122558,78792,12762,135010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,06,0,0,0,174315,103103,248168,138632,119091,299891,79455,94777,82801,135028,98004,143931,175630,621042,89623,133308,139835,245558,107392,126205,36976,68617,89123,46810,47174,111338,70104,11514,109266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,07,0,0,0,178983,103623,246387,132409,116804,307373,80443,94286,80262,122948,91888,136076,179297,671500,89938,130490,133576,254745,103253,120943,37069,74879,88839,44092,45710,110682,64651,11170,83172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,08,0,0,0,175221,97742,234457,124414,112203,305959,75088,91845,75972,117567,91519,129222,176073,627922,92253,126840,130215,261601,98468,118207,36546,76229,86282,41533,43210,105090,64061,11039,86444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,09,0,0,0,179363,99302,241486,130713,112471,304816,76587,89917,77714,123561,96788,134747,173790,636834,87455,131609,136426,246650,102032,121139,36156,75649,87797,50605,45436,108468,71682,11786,121902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,10,0,0,0,189019,104747,255452,136751,117204,317792,81107,96662,84409,132812,104180,147686,182304,630382,91655,136950,146405,266249,109411,133466,37699,81240,93593,56068,48624,115240,75322,12764,128493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,11,0,0,0,188658,103093,253544,135884,119959,306340,80165,94277,83340,135956,101326,147279,170402,648300,90166,136276,142256,258246,105937,129761,36237,79316,92861,56392,48731,113180,75444,12463,128848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,12,0,0,0,204718,109973,277584,141932,124925,332092,84463,101406,87188,132962,99631,144666,171906,755242,96227,140798,144735,292410,109836,131259,39923,83981,96320,59151,47824,117383,72481,12036,116469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,01,0,0,0,186955,100226,254244,124190,114128,307711,79964,95148,81985,123748,85305,124217,163156,729162,93990,126917,127180,275276,98874,118420,34272,75321,87752,52754,41467,104074,61538,10516,83860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,02,0,0,0,178828,98376,247434,122449,111104,292785,75806,90900,78898,118292,85072,123536,164329,681166,83360,121020,129219,252995,99663,116722,33844,73874,85158,54837,42339,104138,62727,10775,84417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,03,0,0,0,203641,113968,278116,151470,126975,327942,85800,101686,90295,160494,112061,157416,188432,710423,94878,147526,151065,270283,117425,136332,38108,84300,95318,65174,49124,118818,83224,11949,154570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,04,0,0,0,215268,111051,275719,151037,124030,351057,85397,104070,91036,155286,106351,159859,186561,698236,99803,151158,150291,291597,118590,142776,39610,85267,95959,66258,49933,118584,86033,12089,151102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,05,0,0,0,216550,113864,277713,149282,126047,343583,87487,104531,92088,154364,108503,162745,188438,706796,102430,149182,151916,285592,119166,141852,39963,85246,98406,65963,49466,122127,90042,12121,152342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,06,0,0,0,193651,103426,250151,138440,116220,298395,79884,94959,85064,137816,95954,145595,170464,617734,89234,136155,141183,250382,108467,125410,36629,79543,87892,61008,46237,114286,74784,11133,118677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,07,0,0,0,195798,104279,251254,135064,115546,302392,81060,95903,83874,124765,89065,135178,176664,683725,89234,130658,136061,264992,104712,123625,36799,79061,87026,60573,44274,113225,63777,10820,87537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,08,0,0,0,193194,100613,243723,125284,112300,307322,76333,95367,79675,131343,87497,129577,172013,654033,91597,128527,129978,268933,101193,118559,35700,74688,84792,59550,41699,109127,63731,10765,93306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,09,0,0,0,204355,104356,253425,138531,116743,309981,80806,97208,84509,139636,96255,144076,174676,657706,91581,135897,141620,259530,110078,124232,37498,78420,90404,62945,46540,114096,78385,11536,141091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,10,0,0,0,207807,108857,258096,137489,118898,318647,81721,98468,87644,141677,94379,144379,172667,682723,93153,128315,142833,266935,111020,130966,37615,79542,91183,64268,44488,115824,76255,12744,139609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,11,0,0,0,216696,110509,264128,140697,122683,320228,84428,100322,90796,146255,96192,153641,171814,696199,95693,144787,149292,280734,112220,132555,39460,80756,92488,66508,44312,115715,79516,14739,146396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,12,0,0,0,229988,114871,284006,142923,130436,338427,87259,106483,94716,139105,98947,151095,176315,812454,100930,140636,149900,304503,115494,133130,41684,83880,94936,68100,44484,119089,73540,15671,124057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,01,0,0,0,218378,105297,269102,130500,119973,317100,83793,101919,92322,132918,95251,141764,186276,774756,95322,142842,140593,287554,108214,127867,39781,79365,91623,64869,42071,113268,65548,15223,93924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,02,0,0,0,197103,100372,250076,124224,108606,308013,74087,93644,84857,122952,84468,124655,165377,749356,87707,127676,132109,266720,101365,117861,36042,75354,85309,61304,39047,105948,60834,13822,90842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,03,0,0,0,236316,117048,282856,153673,127302,343467,87216,108980,98867,166648,115937,163276,198358,774672,104257,150434,163042,290850,124150,143009,44185,88223,97785,72524,45364,121934,86353,16880,161787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,04,0,0,0,231921,114095,273421,149330,123398,332887,84223,107348,95319,162858,109350,158692,187127,713276,104863,151307,157546,283616,120227,139936,46085,85195,96597,71033,44474,118939,86287,17568,157111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,05,0,0,104978,188682,119596,296972,158945,131400,350789,90241,113822,100194,170341,118221,169912,197827,775665,110632,154192,165626,293417,127013,146522,48378,90717,102355,74134,47824,126035,90417,18659,157797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,06,0,0,135910,140598,106940,266983,142862,118396,320564,80684,101203,90789,147898,102152,148503,176242,727601,96875,136237,147114,273181,112858,128981,40682,82948,92674,67413,51629,114039,76040,18808,123028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,07,0,0,135983,140240,107098,263341,141042,118631,316347,84407,102748,92016,136830,96009,139601,174865,740365,94473,132679,140108,260683,108031,125276,39674,81952,91330,64694,43244,112821,68531,19110,91387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,08,0,0,134857,132827,102115,249890,131051,113525,312403,78553,99399,87170,138935,97172,134805,166787,707549,96045,128722,133303,265130,101431,119328,37581,75978,86185,60764,40818,105639,68686,18302,95197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,09,0,0,144589,135789,108153,260423,139810,117123,321826,82550,101523,89554,150008,102951,144554,171697,711848,96868,138449,144010,263340,110924,127238,40329,82583,90738,64411,43577,111721,79057,19664,144921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,10,0,0,156376,143565,114254,272930,145033,121563,324898,90625,107876,97144,155335,113094,157521,180462,701077,99992,146833,151250,271878,118330,137778,45419,86656,96656,68580,45929,117365,83277,22728,146963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,11,0,0,156739,142604,113597,275735,146631,124678,324460,86090,104637,93033,155800,107770,156083,167136,725738,100098,145124,147474,276922,112874,132154,45578,87520,96753,68814,44319,114907,81256,23528,146453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,12,0,0,159692,145878,118020,293334,150978,127488,334489,89943,110613,97488,150107,103892,152739,166475,814366,99949,147649,148931,293897,117825,135997,47864,89753,99942,70004,43618,118003,75706,24025,120844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,01,0,0,155516,140363,109795,279255,142054,124328,321570,89926,109419,95081,145112,97119,144965,171667,796463,115034,145077,138339,289955,110016,128230,43557,84512,95768,63657,40786,110065,67199,22130,91975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,02,0,0,108142,97848,78978,193619,99496,82472,218779,59258,70838,61939,97739,85107,80511,92414,476185,71601,80283,79497,179057,70893,85024,27549,55184,63511,43728,28844,79209,46863,15999,63409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,03,0,0,80800,70383,60830,116042,75010,54331,117784,34044,38821,33292,70337,130367,0,0,0,0,0,0,82204,28193,33110,12588,29477,34290,21145,18056,57083,30440,12756,40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,04,0,0,92110,79365,66623,135173,84993,61268,137672,39818,44748,38166,76533,145474,0,0,0,0,0,0,95350,32606,39803,16493,35334,39938,25376,21517,65664,33103,13565,47863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,05,0,0,96711,82642,70779,142577,87835,63108,145561,41240,44680,38002,77031,145827,0,0,0,0,0,0,99535,33296,40634,16482,35917,41404,25656,21763,68136,33424,14687,46143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,06,0,0,90589,77076,66260,130233,82590,59460,131140,39518,43779,36607,70760,132639,0,0,0,0,0,0,90769,30591,37324,14445,34873,38283,23639,20016,64692,31368,14278,40639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,07,0,0,89471,79916,66181,130477,80080,60446,133596,39666,43467,37685,69065,128656,0,0,0,0,0,0,90874,29231,35288,14084,34001,38254,22627,20054,65340,28943,16487,34837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,08,0,0,80397,72283,59763,121920,70943,56310,134874,36958,40977,34366,64819,122017,0,0,0,0,0,0,97440,27924,34875,14284,33767,36760,21552,21339,63518,28267,25591,32122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,09,0,0,93253,74026,64488,125413,78430,56999,132240,36495,41141,35031,68157,130276,0,0,0,0,0,0,99320,33349,39556,15456,37156,40032,23639,20180,69924,33057,31462,44450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,10,0,0,120393,92191,77875,162300,97817,72713,172594,50128,56389,48890,88197,129229,34681,81690,0,75977,33926,30675,137168,49075,61729,24816,49833,54489,32207,25245,83083,43919,51099,70528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,11,0,0,150838,118396,95321,221933,125087,95972,242130,66039,79011,70987,116914,96018,109797,275858,0,262514,103004,98306,201668,80758,95583,38211,74030,75034,46719,33371,99048,60474,67026,112554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,12,0,0,160510,127361,102035,240914,132459,102281,257439,72042,83980,75295,120815,99014,118062,313950,17101,301772,111381,107468,215484,87104,102329,37765,78813,80981,50647,34739,105324,61804,72447,103340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,01,0,0,155855,123798,99374,246137,127337,104010,275673,76012,91336,80212,118454,92311,116375,155333,553415,220017,110737,105875,233762,90838,106005,36358,78795,83730,52646,34247,101956,57772,68284,89471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
